Plate,Annotation
301121enzyme2,l1
301121enzyme2,l1
301121enzyme2,l1
301121enzyme2,l1
301121enzyme2,l2
301121enzyme2,l2
301121enzyme2,l2
301121enzyme2,l2
301121enzyme2,l2
301121enzyme2,l3
301121enzyme2,l3
301121enzyme2,l3
301121enzyme2,l3
301121enzyme2,l3
301121enzyme2,l4
301121enzyme2,l4
301121enzyme2,l4
301121enzyme2,l4
301121enzyme2,l4
301121enzyme2,l5
301121enzyme2,l5
301121enzyme2,l5
301121enzyme2,l5
301121enzyme2,l5
301121enzyme2,p1
301121enzyme2,p1
301121enzyme2,p1
301121enzyme2,p1
301121enzyme2,p1
301121enzyme2,p2
301121enzyme2,p2
301121enzyme2,p2
301121enzyme2,p2
301121enzyme2,p2
301121enzyme2,p3
301121enzyme2,p3
301121enzyme2,p3
301121enzyme2,p3
301121enzyme2,p3
301121enzyme2,p4
301121enzyme2,p4
301121enzyme2,p4
301121enzyme2,p4
301121enzyme2,p4
301121enzyme2,p5
301121enzyme2,p5
301121enzyme2,p5
301121enzyme2,p5
301121enzyme2,p5
301121enzyme2,AS
301121enzyme2,AS
301121enzyme2,AS
301121enzyme2,AS
301121enzyme2,CMQ
301121enzyme2,CMQ
301121enzyme2,CMQ
301121enzyme2,CAS
301121enzyme2,CAS
301121enzyme2,CAS
191021enzyme1,0
191021enzyme1,0.1
191021enzyme1,0.25
191021enzyme1,0.5
191021enzyme1,0.75
191021enzyme1,1
191021enzyme1,2
191021enzyme1,5
191021enzyme1,10
191021enzyme1,50
191021enzyme1,100
191021enzyme1,1000
191021enzyme1,d1
191021enzyme1,d1
191021enzyme1,d1
191021enzyme1,h1
191021enzyme1,h1
191021enzyme1,h1
191021enzyme1,l1
191021enzyme1,l1
191021enzyme1,l1
191021enzyme1,p1
191021enzyme1,p1
191021enzyme1,p1
191021enzyme1,d10
191021enzyme1,d10
191021enzyme1,d10
191021enzyme1,h10
191021enzyme1,h10
191021enzyme1,h10
191021enzyme1,l10
191021enzyme1,l10
191021enzyme1,l10
191021enzyme1,p10
191021enzyme1,p10
191021enzyme1,p10
191021enzyme1,d100
191021enzyme1,d100
191021enzyme1,d100
191021enzyme1,h100
191021enzyme1,h100
191021enzyme1,h100
191021enzyme1,l100
191021enzyme1,l100
191021enzyme1,l100
191021enzyme1,p100
191021enzyme1,p100
191021enzyme1,p100
191021enzyme1,d1000
191021enzyme1,d1000
191021enzyme1,d1000
191021enzyme1,h1000
191021enzyme1,h1000
191021enzyme1,h1000
191021enzyme1,l1000
191021enzyme1,l1000
191021enzyme1,l1000
191021enzyme1,p1000
191021enzyme1,p1000
191021enzyme1,p1000
191021enzyme2,0
191021enzyme2,0
191021enzyme2,0
191021enzyme2,0.1
191021enzyme2,0.1
191021enzyme2,0.1
191021enzyme2,0.25
191021enzyme2,0.25
191021enzyme2,0.25
191021enzyme2,0.5
191021enzyme2,0.5
191021enzyme2,0.5
191021enzyme2,0.75
191021enzyme2,0.75
191021enzyme2,0.75
191021enzyme2,1
191021enzyme2,1
191021enzyme2,1
191021enzyme2,2
191021enzyme2,2
191021enzyme2,2
191021enzyme2,5
191021enzyme2,5
191021enzyme2,5
191021enzyme2,10
191021enzyme2,10
191021enzyme2,10
191021enzyme2,50
191021enzyme2,50
191021enzyme2,50
191021enzyme2,100
191021enzyme2,100
191021enzyme2,100
191021enzyme2,1000
191021enzyme2,1000
191021enzyme2,1000
191021enzyme2,d1
191021enzyme2,d1
191021enzyme2,d1
191021enzyme2,h1
191021enzyme2,h1
191021enzyme2,h1
191021enzyme2,l1
191021enzyme2,l1
191021enzyme2,l1
191021enzyme2,p1
191021enzyme2,p1
191021enzyme2,p1
191021enzyme2,d10
191021enzyme2,d10
191021enzyme2,d10
191021enzyme2,h10
191021enzyme2,h10
191021enzyme2,h10
191021enzyme2,l10
191021enzyme2,l10
191021enzyme2,l10
191021enzyme2,p10
191021enzyme2,p10
191021enzyme2,p10
191021enzyme2,d100
191021enzyme2,d100
191021enzyme2,d100
191021enzyme2,h100
191021enzyme2,h100
191021enzyme2,h100
191021enzyme2,l100
191021enzyme2,l100
191021enzyme2,l100
191021enzyme2,p100
191021enzyme2,p100
191021enzyme2,p100
191021enzyme2,d1000
191021enzyme2,d1000
191021enzyme2,d1000
191021enzyme2,h1000
191021enzyme2,h1000
191021enzyme2,h1000
191021enzyme2,l1000
191021enzyme2,l1000
191021enzyme2,l1000
191021enzyme2,p1000
191021enzyme2,p1000
191021enzyme2,p1000
191021enzyme3,0
191021enzyme3,0
191021enzyme3,0
191021enzyme3,0.1
191021enzyme3,0.1
191021enzyme3,0.1
191021enzyme3,0.25
191021enzyme3,0.25
191021enzyme3,0.25
191021enzyme3,0.5
191021enzyme3,0.5
191021enzyme3,0.5
191021enzyme3,0.75
191021enzyme3,0.75
191021enzyme3,0.75
191021enzyme3,1
191021enzyme3,1
191021enzyme3,1
191021enzyme3,2
191021enzyme3,2
191021enzyme3,2
191021enzyme3,5
191021enzyme3,5
191021enzyme3,5
191021enzyme3,10
191021enzyme3,10
191021enzyme3,10
191021enzyme3,50
191021enzyme3,50
191021enzyme3,50
191021enzyme3,100
191021enzyme3,100
191021enzyme3,100
191021enzyme3,1000
191021enzyme3,1000
191021enzyme3,1000
191021enzyme3,d1
191021enzyme3,d1
191021enzyme3,d1
191021enzyme3,h1
191021enzyme3,h1
191021enzyme3,h1
191021enzyme3,l1
191021enzyme3,l1
191021enzyme3,l1
191021enzyme3,p1
191021enzyme3,p1
191021enzyme3,p1
191021enzyme3,d10
191021enzyme3,d10
191021enzyme3,d10
191021enzyme3,h10
191021enzyme3,h10
191021enzyme3,h10
191021enzyme3,l10
191021enzyme3,l10
191021enzyme3,l10
191021enzyme3,p10
191021enzyme3,p10
191021enzyme3,p10
191021enzyme3,d100
191021enzyme3,d100
191021enzyme3,d100
191021enzyme3,h100
191021enzyme3,h100
191021enzyme3,h100
191021enzyme3,l100
191021enzyme3,l100
191021enzyme3,l100
191021enzyme3,p100
191021enzyme3,p100
191021enzyme3,p100
191021enzyme3,d1000
191021enzyme3,d1000
191021enzyme3,d1000
191021enzyme3,h1000
191021enzyme3,h1000
191021enzyme3,h1000
191021enzyme3,l1000
191021enzyme3,l1000
191021enzyme3,l1000
191021enzyme3,p1000
191021enzyme3,p1000
191021enzyme3,p1000
191021enzyme4,0
191021enzyme4,0
191021enzyme4,0
191021enzyme4,0.1
191021enzyme4,0.1
191021enzyme4,0.1
191021enzyme4,0.25
191021enzyme4,0.25
191021enzyme4,0.25
191021enzyme4,0.5
191021enzyme4,0.5
191021enzyme4,0.5
191021enzyme4,0.75
191021enzyme4,0.75
191021enzyme4,0.75
191021enzyme4,1
191021enzyme4,1
191021enzyme4,1
191021enzyme4,2
191021enzyme4,2
191021enzyme4,2
191021enzyme4,5
191021enzyme4,5
191021enzyme4,5
191021enzyme4,10
191021enzyme4,10
191021enzyme4,10
191021enzyme4,50
191021enzyme4,50
191021enzyme4,50
191021enzyme4,100
191021enzyme4,100
191021enzyme4,100
191021enzyme4,1000
191021enzyme4,1000
191021enzyme4,1000
191021enzyme4,d1
191021enzyme4,d1
191021enzyme4,d1
191021enzyme4,h1
191021enzyme4,h1
191021enzyme4,h1
191021enzyme4,l1
191021enzyme4,l1
191021enzyme4,l1
191021enzyme4,p1
191021enzyme4,p1
191021enzyme4,p1
191021enzyme4,d10
191021enzyme4,d10
191021enzyme4,d10
191021enzyme4,h10
191021enzyme4,h10
191021enzyme4,h10
191021enzyme4,l10
191021enzyme4,l10
191021enzyme4,l10
191021enzyme4,p10
191021enzyme4,p10
191021enzyme4,p10
191021enzyme4,d100
191021enzyme4,d100
191021enzyme4,d100
191021enzyme4,h100
191021enzyme4,h100
191021enzyme4,h100
191021enzyme4,l100
191021enzyme4,l100
191021enzyme4,l100
191021enzyme4,p100
191021enzyme4,p100
191021enzyme4,p100
191021enzyme4,d1000
191021enzyme4,d1000
191021enzyme4,d1000
191021enzyme4,h1000
191021enzyme4,h1000
191021enzyme4,h1000
191021enzyme4,l1000
191021enzyme4,l1000
191021enzyme4,l1000
191021enzyme4,p1000
191021enzyme4,p1000
191021enzyme4,p1000
201021enzyme1,0
201021enzyme1,0
201021enzyme1,0
201021enzyme1,0.1
201021enzyme1,0.1
201021enzyme1,0.1
201021enzyme1,0.25
201021enzyme1,0.25
201021enzyme1,0.25
201021enzyme1,0.5
201021enzyme1,0.5
201021enzyme1,0.5
201021enzyme1,0.75
201021enzyme1,0.75
201021enzyme1,0.75
201021enzyme1,1
201021enzyme1,1
201021enzyme1,1
201021enzyme1,2
201021enzyme1,2
201021enzyme1,2
201021enzyme1,5
201021enzyme1,5
201021enzyme1,5
201021enzyme1,10
201021enzyme1,10
201021enzyme1,10
201021enzyme1,50
201021enzyme1,50
201021enzyme1,50
201021enzyme1,100
201021enzyme1,100
201021enzyme1,100
201021enzyme1,1000
201021enzyme1,1000
201021enzyme1,1000
201021enzyme1,d100
201021enzyme1,d100
201021enzyme1,d100
201021enzyme1,h100
201021enzyme1,h100
201021enzyme1,h100
201021enzyme1,l100
201021enzyme1,l100
201021enzyme1,l100
201021enzyme1,p100
201021enzyme1,p100
201021enzyme1,p100
201021enzyme1,d200
201021enzyme1,d200
201021enzyme1,d200
201021enzyme1,l200
201021enzyme1,l200
201021enzyme1,l200
201021enzyme1,h200
201021enzyme1,h200
201021enzyme1,h200
201021enzyme1,p200
201021enzyme1,p200
201021enzyme1,p200
201021enzyme1,d500
201021enzyme1,d500
201021enzyme1,d500
201021enzyme1,h500
201021enzyme1,h500
201021enzyme1,h500
201021enzyme1,l500
201021enzyme1,l500
201021enzyme1,l500
201021enzyme1,p500
201021enzyme1,p500
201021enzyme1,p500
201021enzyme1,d1500
201021enzyme1,d1500
201021enzyme1,d1500
201021enzyme1,h1500
201021enzyme1,h1500
201021enzyme1,h1500
201021enzyme1,l1500
201021enzyme1,l1500
201021enzyme1,l1500
201021enzyme1,p1500
201021enzyme1,p1500
201021enzyme1,p1500
201021enzyme3,0
201021enzyme3,0
201021enzyme3,0
201021enzyme3,0.1
201021enzyme3,0.1
201021enzyme3,0.1
201021enzyme3,0.25
201021enzyme3,0.25
201021enzyme3,0.25
201021enzyme3,0.5
201021enzyme3,0.5
201021enzyme3,0.5
201021enzyme3,0.75
201021enzyme3,0.75
201021enzyme3,0.75
201021enzyme3,1
201021enzyme3,1
201021enzyme3,1
201021enzyme3,2
201021enzyme3,2
201021enzyme3,2
201021enzyme3,5
201021enzyme3,5
201021enzyme3,5
201021enzyme3,10
201021enzyme3,10
201021enzyme3,10
201021enzyme3,50
201021enzyme3,50
201021enzyme3,50
201021enzyme3,100
201021enzyme3,100
201021enzyme3,100
201021enzyme3,1000
201021enzyme3,1000
201021enzyme3,1000
201021enzyme3,d100
201021enzyme3,d100
201021enzyme3,d100
201021enzyme3,h100
201021enzyme3,h100
201021enzyme3,h100
201021enzyme3,l100
201021enzyme3,l100
201021enzyme3,l100
201021enzyme3,p100
201021enzyme3,p100
201021enzyme3,p100
201021enzyme3,d200
201021enzyme3,d200
201021enzyme3,d200
201021enzyme3,l200
201021enzyme3,l200
201021enzyme3,l200
201021enzyme3,h200
201021enzyme3,h200
201021enzyme3,h200
201021enzyme3,p200
201021enzyme3,p200
201021enzyme3,p200
201021enzyme3,d500
201021enzyme3,d500
201021enzyme3,d500
201021enzyme3,h500
201021enzyme3,h500
201021enzyme3,h500
201021enzyme3,l500
201021enzyme3,l500
201021enzyme3,l500
201021enzyme3,p500
201021enzyme3,p500
201021enzyme3,p500
201021enzyme3,d1500
201021enzyme3,d1500
201021enzyme3,d1500
201021enzyme3,h1500
201021enzyme3,h1500
201021enzyme3,h1500
201021enzyme3,l1500
201021enzyme3,l1500
201021enzyme3,l1500
201021enzyme3,p1500
201021enzyme3,p1500
201021enzyme3,p1500
